Driver,LapNumber,LapTime,Compound,Stint,TyreLife,IsAccurate,LapTimeSeconds
SAI,7.0,0 days 00:01:39.502000,SOFT,1.0,10.0,True,99.502
SAI,8.0,0 days 00:01:39.779000,SOFT,1.0,11.0,True,99.779
SAI,9.0,0 days 00:01:39.744000,SOFT,1.0,12.0,True,99.744
SAI,10.0,0 days 00:01:40.102000,SOFT,1.0,13.0,True,100.102
SAI,11.0,0 days 00:01:40.507000,SOFT,1.0,14.0,True,100.507
SAI,12.0,0 days 00:01:40.520000,SOFT,1.0,15.0,True,100.52
SAI,15.0,0 days 00:01:37.985000,HARD,2.0,2.0,True,97.985
SAI,16.0,0 days 00:01:38.433000,HARD,2.0,3.0,True,98.433
SAI,17.0,0 days 00:01:38.161000,HARD,2.0,4.0,True,98.161
SAI,18.0,0 days 00:01:38.287000,HARD,2.0,5.0,True,98.287
SAI,19.0,0 days 00:01:38.210000,HARD,2.0,6.0,True,98.21
SAI,20.0,0 days 00:01:38.096000,HARD,2.0,7.0,True,98.096
SAI,21.0,0 days 00:01:38.240000,HARD,2.0,8.0,True,98.24
SAI,22.0,0 days 00:01:38.453000,HARD,2.0,9.0,True,98.453
SAI,23.0,0 days 00:01:38.597000,HARD,2.0,10.0,True,98.597
SAI,24.0,0 days 00:01:38.314000,HARD,2.0,11.0,True,98.314
SAI,25.0,0 days 00:01:38.571000,HARD,2.0,12.0,True,98.571
SAI,26.0,0 days 00:01:38.331000,HARD,2.0,13.0,True,98.331
SAI,27.0,0 days 00:01:38.423000,HARD,2.0,14.0,True,98.423
SAI,28.0,0 days 00:01:38.474000,HARD,2.0,15.0,True,98.474
SAI,29.0,0 days 00:01:38.550000,HARD,2.0,16.0,True,98.55
SAI,30.0,0 days 00:01:38.601000,HARD,2.0,17.0,True,98.601
SAI,33.0,0 days 00:01:37.548000,HARD,3.0,2.0,True,97.548
SAI,34.0,0 days 00:01:37.475000,HARD,3.0,3.0,True,97.475
SAI,35.0,0 days 00:01:37.441000,HARD,3.0,4.0,True,97.441
SAI,36.0,0 days 00:01:37.706000,HARD,3.0,5.0,True,97.706
SAI,37.0,0 days 00:01:37.130000,HARD,3.0,6.0,True,97.13
SAI,38.0,0 days 00:01:37.444000,HARD,3.0,7.0,True,97.444
SAI,39.0,0 days 00:01:37.403000,HARD,3.0,8.0,True,97.403
SAI,40.0,0 days 00:01:37.587000,HARD,3.0,9.0,True,97.587
SAI,42.0,0 days 00:01:37.375000,HARD,3.0,11.0,True,97.375
SAI,43.0,0 days 00:01:37.294000,HARD,3.0,12.0,True,97.294
SAI,44.0,0 days 00:01:37.389000,HARD,3.0,13.0,True,97.389
SAI,45.0,0 days 00:01:39.561000,HARD,3.0,14.0,True,99.561
SAI,46.0,0 days 00:01:37.844000,HARD,3.0,15.0,True,97.844
SAI,47.0,0 days 00:01:38.222000,HARD,3.0,16.0,True,98.222
SAI,48.0,0 days 00:01:37.897000,HARD,3.0,17.0,True,97.897
SAI,49.0,0 days 00:01:37.765000,HARD,3.0,18.0,True,97.765
SAI,50.0,0 days 00:01:37.604000,HARD,3.0,19.0,True,97.604
SAI,51.0,0 days 00:01:37.672000,HARD,3.0,20.0,True,97.672
SAI,52.0,0 days 00:01:37.490000,HARD,3.0,21.0,True,97.49
SAI,53.0,0 days 00:01:37.660000,HARD,3.0,22.0,True,97.66
SAI,54.0,0 days 00:01:37.694000,HARD,3.0,23.0,True,97.694
SAI,55.0,0 days 00:01:37.821000,HARD,3.0,24.0,True,97.821
SAI,56.0,0 days 00:01:38.126000,HARD,3.0,25.0,True,98.126
SAI,57.0,0 days 00:01:38.021000,HARD,3.0,26.0,True,98.021
RUS,2.0,0 days 00:01:39.590000,SOFT,1.0,5.0,True,99.59
RUS,3.0,0 days 00:01:39.093000,SOFT,1.0,6.0,True,99.093
RUS,4.0,0 days 00:01:39.261000,SOFT,1.0,7.0,True,99.261
RUS,5.0,0 days 00:01:39.549000,SOFT,1.0,8.0,True,99.549
RUS,6.0,0 days 00:01:39.493000,SOFT,1.0,9.0,True,99.493
RUS,7.0,0 days 00:01:40.056000,SOFT,1.0,10.0,True,100.056
RUS,8.0,0 days 00:01:40.310000,SOFT,1.0,11.0,True,100.31
RUS,9.0,0 days 00:01:40.420000,SOFT,1.0,12.0,True,100.42
RUS,10.0,0 days 00:01:40.532000,SOFT,1.0,13.0,True,100.532
RUS,11.0,0 days 00:01:41.085000,SOFT,1.0,14.0,True,101.085
RUS,12.0,0 days 00:01:41.112000,SOFT,1.0,15.0,True,101.112
RUS,15.0,0 days 00:01:37.460000,HARD,2.0,2.0,True,97.46
RUS,16.0,0 days 00:01:37.833000,HARD,2.0,3.0,True,97.833
RUS,17.0,0 days 00:01:38.604000,HARD,2.0,4.0,True,98.604
RUS,18.0,0 days 00:01:38.427000,HARD,2.0,5.0,True,98.427
RUS,19.0,0 days 00:01:38.512000,HARD,2.0,6.0,True,98.512
RUS,20.0,0 days 00:01:38.578000,HARD,2.0,7.0,True,98.578
RUS,21.0,0 days 00:01:38.555000,HARD,2.0,8.0,True,98.555
RUS,22.0,0 days 00:01:38.438000,HARD,2.0,9.0,True,98.438
RUS,23.0,0 days 00:01:38.773000,HARD,2.0,10.0,True,98.773
RUS,24.0,0 days 00:01:38.643000,HARD,2.0,11.0,True,98.643
RUS,25.0,0 days 00:01:38.487000,HARD,2.0,12.0,True,98.487
RUS,26.0,0 days 00:01:38.462000,HARD,2.0,13.0,True,98.462
RUS,27.0,0 days 00:01:38.625000,HARD,2.0,14.0,True,98.625
RUS,28.0,0 days 00:01:38.448000,HARD,2.0,15.0,True,98.448
RUS,29.0,0 days 00:01:38.792000,HARD,2.0,16.0,True,98.792
RUS,30.0,0 days 00:01:38.541000,HARD,2.0,17.0,True,98.541
RUS,33.0,0 days 00:01:37.221000,HARD,3.0,2.0,True,97.221
RUS,34.0,0 days 00:01:37.311000,HARD,3.0,3.0,True,97.311
RUS,35.0,0 days 00:01:37.592000,HARD,3.0,4.0,True,97.592
RUS,36.0,0 days 00:01:37.607000,HARD,3.0,5.0,True,97.607
RUS,37.0,0 days 00:01:37.822000,HARD,3.0,6.0,True,97.822
RUS,38.0,0 days 00:01:37.660000,HARD,3.0,7.0,True,97.66
RUS,39.0,0 days 00:01:37.495000,HARD,3.0,8.0,True,97.495
RUS,42.0,0 days 00:01:37.035000,HARD,3.0,11.0,True,97.035
RUS,43.0,0 days 00:01:37.480000,HARD,3.0,12.0,True,97.48
RUS,44.0,0 days 00:01:37.597000,HARD,3.0,13.0,True,97.597
RUS,45.0,0 days 00:01:37.316000,HARD,3.0,14.0,True,97.316
RUS,46.0,0 days 00:01:37.571000,HARD,3.0,15.0,True,97.571
RUS,47.0,0 days 00:01:37.432000,HARD,3.0,16.0,True,97.432
RUS,48.0,0 days 00:01:37.520000,HARD,3.0,17.0,True,97.52
RUS,49.0,0 days 00:01:37.718000,HARD,3.0,18.0,True,97.718
RUS,50.0,0 days 00:01:37.383000,HARD,3.0,19.0,True,97.383
RUS,51.0,0 days 00:01:37.825000,HARD,3.0,20.0,True,97.825
RUS,52.0,0 days 00:01:37.589000,HARD,3.0,21.0,True,97.589
RUS,53.0,0 days 00:01:37.841000,HARD,3.0,22.0,True,97.841
RUS,54.0,0 days 00:01:37.923000,HARD,3.0,23.0,True,97.923
RUS,55.0,0 days 00:01:37.860000,HARD,3.0,24.0,True,97.86
RUS,56.0,0 days 00:01:37.636000,HARD,3.0,25.0,True,97.636
RUS,57.0,0 days 00:01:37.767000,HARD,3.0,26.0,True,97.767
BOT,2.0,0 days 00:01:39.956000,SOFT,1.0,2.0,True,99.956
BOT,3.0,0 days 00:01:39.397000,SOFT,1.0,3.0,True,99.397
BOT,4.0,0 days 00:01:39.823000,SOFT,1.0,4.0,True,99.823
BOT,5.0,0 days 00:01:41.033000,SOFT,1.0,5.0,True,101.033
BOT,6.0,0 days 00:01:40.265000,SOFT,1.0,6.0,True,100.265
BOT,7.0,0 days 00:01:40.564000,SOFT,1.0,7.0,True,100.564
BOT,8.0,0 days 00:01:40.387000,SOFT,1.0,8.0,True,100.387
BOT,9.0,0 days 00:01:40.275000,SOFT,1.0,9.0,True,100.275
BOT,10.0,0 days 00:01:40.676000,SOFT,1.0,10.0,True,100.676
BOT,13.0,0 days 00:01:38.030000,HARD,2.0,2.0,True,98.03
BOT,14.0,0 days 00:01:38.098000,HARD,2.0,3.0,True,98.098
BOT,15.0,0 days 00:01:38.851000,HARD,2.0,4.0,True,98.851
BOT,16.0,0 days 00:01:38.494000,HARD,2.0,5.0,True,98.494
BOT,17.0,0 days 00:01:39.973000,HARD,2.0,6.0,True,99.973
BOT,18.0,0 days 00:01:40.240000,HARD,2.0,7.0,True,100.24
BOT,19.0,0 days 00:01:39.497000,HARD,2.0,8.0,True,99.497
BOT,20.0,0 days 00:01:40.442000,HARD,2.0,9.0,True,100.442
BOT,21.0,0 days 00:01:39.355000,HARD,2.0,10.0,True,99.355
BOT,22.0,0 days 00:01:39.356000,HARD,2.0,11.0,True,99.356
BOT,23.0,0 days 00:01:39.311000,HARD,2.0,12.0,True,99.311
BOT,24.0,0 days 00:01:39.427000,HARD,2.0,13.0,True,99.427
BOT,25.0,0 days 00:01:39.490000,HARD,2.0,14.0,True,99.49
BOT,26.0,0 days 00:01:39.500000,HARD,2.0,15.0,True,99.5
BOT,27.0,0 days 00:01:39.287000,HARD,2.0,16.0,True,99.287
BOT,28.0,0 days 00:01:39.016000,HARD,2.0,17.0,True,99.016
BOT,31.0,0 days 00:01:37.379000,HARD,3.0,2.0,True,97.379
BOT,32.0,0 days 00:01:37.675000,HARD,3.0,3.0,True,97.675
BOT,33.0,0 days 00:01:37.775000,HARD,3.0,4.0,True,97.775
BOT,34.0,0 days 00:01:37.774000,HARD,3.0,5.0,True,97.774
BOT,35.0,0 days 00:01:37.817000,HARD,3.0,6.0,True,97.817
BOT,36.0,0 days 00:01:37.827000,HARD,3.0,7.0,True,97.827
BOT,37.0,0 days 00:01:37.774000,HARD,3.0,8.0,True,97.774
BOT,38.0,0 days 00:01:37.658000,HARD,3.0,9.0,True,97.658
BOT,39.0,0 days 00:01:37.784000,HARD,3.0,10.0,True,97.784
BOT,42.0,0 days 00:01:37.736000,HARD,3.0,13.0,True,97.736
BOT,43.0,0 days 00:01:37.813000,HARD,3.0,14.0,True,97.813
BOT,44.0,0 days 00:01:37.868000,HARD,3.0,15.0,True,97.868
BOT,45.0,0 days 00:01:37.688000,HARD,3.0,16.0,True,97.688
BOT,46.0,0 days 00:01:37.830000,HARD,3.0,17.0,True,97.83
BOT,47.0,0 days 00:01:37.815000,HARD,3.0,18.0,True,97.815
BOT,48.0,0 days 00:01:37.500000,HARD,3.0,19.0,True,97.5
BOT,49.0,0 days 00:01:37.850000,HARD,3.0,20.0,True,97.85
BOT,50.0,0 days 00:01:37.710000,HARD,3.0,21.0,True,97.71
BOT,51.0,0 days 00:01:37.816000,HARD,3.0,22.0,True,97.816
BOT,52.0,0 days 00:01:37.947000,HARD,3.0,23.0,True,97.947
BOT,53.0,0 days 00:01:37.856000,HARD,3.0,24.0,True,97.856
BOT,54.0,0 days 00:01:37.738000,HARD,3.0,25.0,True,97.738
BOT,55.0,0 days 00:01:37.807000,HARD,3.0,26.0,True,97.807
BOT,56.0,0 days 00:01:38.160000,HARD,3.0,27.0,True,98.16
BOT,57.0,0 days 00:01:38.407000,HARD,3.0,28.0,True,98.407
PIA,2.0,0 days 00:01:40.830000,SOFT,1.0,2.0,True,100.83
PIA,3.0,0 days 00:01:40.691000,SOFT,1.0,3.0,True,100.691
PIA,4.0,0 days 00:01:40.718000,SOFT,1.0,4.0,True,100.718
PIA,5.0,0 days 00:01:40.862000,SOFT,1.0,5.0,True,100.862
PIA,6.0,0 days 00:01:41.111000,SOFT,1.0,6.0,True,101.111
PIA,7.0,0 days 00:01:41.167000,SOFT,1.0,7.0,True,101.167
PIA,8.0,0 days 00:01:41.295000,SOFT,1.0,8.0,True,101.295
PIA,9.0,0 days 00:01:41.534000,SOFT,1.0,9.0,True,101.534
PIA,10.0,0 days 00:01:41.584000,SOFT,1.0,10.0,True,101.584
PIA,11.0,0 days 00:01:41.352000,SOFT,1.0,11.0,True,101.352
PIA,12.0,0 days 00:01:41.156000,SOFT,1.0,12.0,True,101.156
