Driver,LapNumber,LapTime,Compound,Stint,TyreLife,IsAccurate,LapTimeSeconds
VER,2.0,0 days 00:01:37.974000,SOFT,1.0,5.0,True,97.974
VER,3.0,0 days 00:01:38.006000,SOFT,1.0,6.0,True,98.006
VER,4.0,0 days 00:01:37.976000,SOFT,1.0,7.0,True,97.976
VER,5.0,0 days 00:01:38.035000,SOFT,1.0,8.0,True,98.035
VER,6.0,0 days 00:01:37.986000,SOFT,1.0,9.0,True,97.986
VER,7.0,0 days 00:01:38.021000,SOFT,1.0,10.0,True,98.021
VER,8.0,0 days 00:01:38.154000,SOFT,1.0,11.0,True,98.154
VER,9.0,0 days 00:01:38.278000,SOFT,1.0,12.0,True,98.278
VER,10.0,0 days 00:01:38.369000,SOFT,1.0,13.0,True,98.369
VER,11.0,0 days 00:01:38.483000,SOFT,1.0,14.0,True,98.483
VER,12.0,0 days 00:01:38.591000,SOFT,1.0,15.0,True,98.591
VER,13.0,0 days 00:01:38.482000,SOFT,1.0,16.0,True,98.482
VER,16.0,0 days 00:01:37.801000,SOFT,2.0,2.0,True,97.801
VER,17.0,0 days 00:01:37.648000,SOFT,2.0,3.0,True,97.648
VER,18.0,0 days 00:01:37.614000,SOFT,2.0,4.0,True,97.614
VER,19.0,0 days 00:01:37.712000,SOFT,2.0,5.0,True,97.712
VER,20.0,0 days 00:01:37.788000,SOFT,2.0,6.0,True,97.788
VER,21.0,0 days 00:01:37.582000,SOFT,2.0,7.0,True,97.582
VER,22.0,0 days 00:01:37.651000,SOFT,2.0,8.0,True,97.651
VER,23.0,0 days 00:01:37.552000,SOFT,2.0,9.0,True,97.552
VER,24.0,0 days 00:01:37.387000,SOFT,2.0,10.0,True,97.387
VER,25.0,0 days 00:01:37.372000,SOFT,2.0,11.0,True,97.372
VER,26.0,0 days 00:01:37.682000,SOFT,2.0,12.0,True,97.682
VER,27.0,0 days 00:01:37.379000,SOFT,2.0,13.0,True,97.379
VER,28.0,0 days 00:01:37.651000,SOFT,2.0,14.0,True,97.651
VER,29.0,0 days 00:01:37.571000,SOFT,2.0,15.0,True,97.571
VER,30.0,0 days 00:01:37.549000,SOFT,2.0,16.0,True,97.549
VER,31.0,0 days 00:01:37.431000,SOFT,2.0,17.0,True,97.431
VER,32.0,0 days 00:01:37.691000,SOFT,2.0,18.0,True,97.691
VER,33.0,0 days 00:01:37.686000,SOFT,2.0,19.0,True,97.686
VER,34.0,0 days 00:01:37.839000,SOFT,2.0,20.0,True,97.839
VER,35.0,0 days 00:01:37.850000,SOFT,2.0,21.0,True,97.85
VER,38.0,0 days 00:01:36.297000,HARD,3.0,2.0,True,96.297
VER,39.0,0 days 00:01:36.446000,HARD,3.0,3.0,True,96.446
VER,40.0,0 days 00:01:36.942000,HARD,3.0,4.0,True,96.942
VER,43.0,0 days 00:01:36.890000,HARD,3.0,7.0,True,96.89
VER,44.0,0 days 00:01:36.236000,HARD,3.0,8.0,True,96.236
VER,45.0,0 days 00:01:37.015000,HARD,3.0,9.0,True,97.015
VER,46.0,0 days 00:01:36.701000,HARD,3.0,10.0,True,96.701
VER,47.0,0 days 00:01:37.009000,HARD,3.0,11.0,True,97.009
VER,48.0,0 days 00:01:36.918000,HARD,3.0,12.0,True,96.918
VER,49.0,0 days 00:01:36.962000,HARD,3.0,13.0,True,96.962
VER,50.0,0 days 00:01:37.250000,HARD,3.0,14.0,True,97.25
VER,51.0,0 days 00:01:37.427000,HARD,3.0,15.0,True,97.427
VER,52.0,0 days 00:01:36.919000,HARD,3.0,16.0,True,96.919
VER,53.0,0 days 00:01:36.890000,HARD,3.0,17.0,True,96.89
VER,54.0,0 days 00:01:36.678000,HARD,3.0,18.0,True,96.678
VER,55.0,0 days 00:01:36.322000,HARD,3.0,19.0,True,96.322
VER,56.0,0 days 00:01:37.205000,HARD,3.0,20.0,True,97.205
VER,57.0,0 days 00:01:36.373000,HARD,3.0,21.0,True,96.373
GAS,2.0,0 days 00:01:40.438000,SOFT,1.0,2.0,True,100.438
GAS,3.0,0 days 00:01:40.643000,SOFT,1.0,3.0,True,100.643
GAS,4.0,0 days 00:01:40.894000,SOFT,1.0,4.0,True,100.894
GAS,5.0,0 days 00:01:40.818000,SOFT,1.0,5.0,True,100.818
GAS,6.0,0 days 00:01:41.110000,SOFT,1.0,6.0,True,101.11
GAS,7.0,0 days 00:01:41.134000,SOFT,1.0,7.0,True,101.134
GAS,8.0,0 days 00:01:41.173000,SOFT,1.0,8.0,True,101.173
GAS,11.0,0 days 00:01:38.762000,HARD,2.0,2.0,True,98.762
GAS,12.0,0 days 00:01:38.928000,HARD,2.0,3.0,True,98.928
GAS,13.0,0 days 00:01:39.349000,HARD,2.0,4.0,True,99.349
GAS,14.0,0 days 00:01:38.859000,HARD,2.0,5.0,True,98.859
GAS,15.0,0 days 00:01:38.985000,HARD,2.0,6.0,True,98.985
GAS,16.0,0 days 00:01:38.945000,HARD,2.0,7.0,True,98.945
GAS,17.0,0 days 00:01:39.011000,HARD,2.0,8.0,True,99.011
GAS,18.0,0 days 00:01:39.029000,HARD,2.0,9.0,True,99.029
GAS,19.0,0 days 00:01:39.066000,HARD,2.0,10.0,True,99.066
GAS,20.0,0 days 00:01:39.017000,HARD,2.0,11.0,True,99.017
GAS,21.0,0 days 00:01:39.327000,HARD,2.0,12.0,True,99.327
GAS,22.0,0 days 00:01:39.485000,HARD,2.0,13.0,True,99.485
GAS,23.0,0 days 00:01:39.263000,HARD,2.0,14.0,True,99.263
GAS,24.0,0 days 00:01:39.761000,HARD,2.0,15.0,True,99.761
GAS,27.0,0 days 00:01:38.729000,HARD,3.0,2.0,True,98.729
GAS,28.0,0 days 00:01:37.761000,HARD,3.0,3.0,True,97.761
GAS,29.0,0 days 00:01:38.012000,HARD,3.0,4.0,True,98.012
GAS,30.0,0 days 00:01:37.760000,HARD,3.0,5.0,True,97.76
GAS,31.0,0 days 00:01:37.968000,HARD,3.0,6.0,True,97.968
GAS,32.0,0 days 00:01:38.012000,HARD,3.0,7.0,True,98.012
GAS,33.0,0 days 00:01:37.974000,HARD,3.0,8.0,True,97.974
GAS,34.0,0 days 00:01:38.022000,HARD,3.0,9.0,True,98.022
GAS,35.0,0 days 00:01:38.088000,HARD,3.0,10.0,True,98.088
GAS,36.0,0 days 00:01:38.184000,HARD,3.0,11.0,True,98.184
GAS,37.0,0 days 00:01:38.133000,HARD,3.0,12.0,True,98.133
GAS,38.0,0 days 00:01:38.108000,HARD,3.0,13.0,True,98.108
GAS,39.0,0 days 00:01:38.537000,HARD,3.0,14.0,True,98.537
GAS,42.0,0 days 00:01:35.068000,SOFT,4.0,2.0,True,95.068
GAS,43.0,0 days 00:01:35.942000,SOFT,4.0,3.0,True,95.942
GAS,44.0,0 days 00:01:35.792000,SOFT,4.0,4.0,True,95.792
GAS,45.0,0 days 00:01:36.186000,SOFT,4.0,5.0,True,96.186
GAS,46.0,0 days 00:01:36.041000,SOFT,4.0,6.0,True,96.041
GAS,47.0,0 days 00:01:36.120000,SOFT,4.0,7.0,True,96.12
GAS,48.0,0 days 00:01:36.368000,SOFT,4.0,8.0,True,96.368
GAS,49.0,0 days 00:01:36.803000,SOFT,4.0,9.0,True,96.803
GAS,50.0,0 days 00:01:36.551000,SOFT,4.0,10.0,True,96.551
GAS,51.0,0 days 00:01:36.635000,SOFT,4.0,11.0,True,96.635
GAS,52.0,0 days 00:01:36.891000,SOFT,4.0,12.0,True,96.891
GAS,53.0,0 days 00:01:36.979000,SOFT,4.0,13.0,True,96.979
GAS,54.0,0 days 00:01:37.222000,SOFT,4.0,14.0,True,97.222
GAS,55.0,0 days 00:01:37.559000,SOFT,4.0,15.0,True,97.559
GAS,56.0,0 days 00:01:37.845000,SOFT,4.0,16.0,True,97.845
GAS,57.0,0 days 00:01:38.147000,SOFT,4.0,17.0,True,98.147
PER,2.0,0 days 00:01:38.862000,SOFT,1.0,5.0,True,98.862
PER,3.0,0 days 00:01:38.830000,SOFT,1.0,6.0,True,98.83
PER,4.0,0 days 00:01:38.758000,SOFT,1.0,7.0,True,98.758
PER,5.0,0 days 00:01:38.404000,SOFT,1.0,8.0,True,98.404
PER,6.0,0 days 00:01:38.718000,SOFT,1.0,9.0,True,98.718
PER,7.0,0 days 00:01:38.804000,SOFT,1.0,10.0,True,98.804
PER,8.0,0 days 00:01:39.172000,SOFT,1.0,11.0,True,99.172
PER,9.0,0 days 00:01:38.914000,SOFT,1.0,12.0,True,98.914
PER,10.0,0 days 00:01:39.085000,SOFT,1.0,13.0,True,99.085
PER,11.0,0 days 00:01:39.249000,SOFT,1.0,14.0,True,99.249
PER,12.0,0 days 00:01:39.197000,SOFT,1.0,15.0,True,99.197
PER,13.0,0 days 00:01:39.336000,SOFT,1.0,16.0,True,99.336
PER,14.0,0 days 00:01:38.739000,SOFT,1.0,17.0,True,98.739
PER,15.0,0 days 00:01:38.608000,SOFT,1.0,18.0,True,98.608
PER,16.0,0 days 00:01:38.770000,SOFT,1.0,19.0,True,98.77
PER,19.0,0 days 00:01:37.659000,SOFT,2.0,4.0,True,97.659
PER,20.0,0 days 00:01:37.448000,SOFT,2.0,5.0,True,97.448
PER,21.0,0 days 00:01:37.240000,SOFT,2.0,6.0,True,97.24
PER,22.0,0 days 00:01:37.169000,SOFT,2.0,7.0,True,97.169
PER,23.0,0 days 00:01:37.304000,SOFT,2.0,8.0,True,97.304
PER,24.0,0 days 00:01:37.352000,SOFT,2.0,9.0,True,97.352
PER,25.0,0 days 00:01:38.418000,SOFT,2.0,10.0,True,98.418
PER,26.0,0 days 00:01:37.454000,SOFT,2.0,11.0,True,97.454
PER,27.0,0 days 00:01:37.387000,SOFT,2.0,12.0,True,97.387
PER,28.0,0 days 00:01:37.211000,SOFT,2.0,13.0,True,97.211
PER,29.0,0 days 00:01:37.733000,SOFT,2.0,14.0,True,97.733
PER,30.0,0 days 00:01:37.400000,SOFT,2.0,15.0,True,97.4
PER,31.0,0 days 00:01:37.919000,SOFT,2.0,16.0,True,97.919
PER,32.0,0 days 00:01:37.722000,SOFT,2.0,17.0,True,97.722
PER,33.0,0 days 00:01:37.869000,SOFT,2.0,18.0,True,97.869
PER,36.0,0 days 00:01:36.820000,HARD,3.0,2.0,True,96.82
PER,37.0,0 days 00:01:36.344000,HARD,3.0,3.0,True,96.344
PER,38.0,0 days 00:01:36.431000,HARD,3.0,4.0,True,96.431
PER,39.0,0 days 00:01:36.429000,HARD,3.0,5.0,True,96.429
PER,40.0,0 days 00:01:37.114000,HARD,3.0,6.0,True,97.114
PER,43.0,0 days 00:01:36.554000,HARD,3.0,9.0,True,96.554
PER,44.0,0 days 00:01:36.978000,HARD,3.0,10.0,True,96.978
PER,45.0,0 days 00:01:36.928000,HARD,3.0,11.0,True,96.928
PER,46.0,0 days 00:01:37.257000,HARD,3.0,12.0,True,97.257
PER,47.0,0 days 00:01:36.661000,HARD,3.0,13.0,True,96.661
PER,48.0,0 days 00:01:36.859000,HARD,3.0,14.0,True,96.859
PER,49.0,0 days 00:01:37.049000,HARD,3.0,15.0,True,97.049
PER,50.0,0 days 00:01:37.731000,HARD,3.0,16.0,True,97.731
PER,51.0,0 days 00:01:37.049000,HARD,3.0,17.0,True,97.049
PER,52.0,0 days 00:01:37.062000,HARD,3.0,18.0,True,97.062
PER,53.0,0 days 00:01:37.345000,HARD,3.0,19.0,True,97.345
PER,54.0,0 days 00:01:37.296000,HARD,3.0,20.0,True,97.296
PER,55.0,0 days 00:01:37.092000,HARD,3.0,21.0,True,97.092
PER,56.0,0 days 00:01:36.565000,HARD,3.0,22.0,True,96.565
PER,57.0,0 days 00:01:36.558000,HARD,3.0,23.0,True,96.558
ALO,2.0,0 days 00:01:39.792000,SOFT,1.0,5.0,True,99.792
ALO,3.0,0 days 00:01:39.100000,SOFT,1.0,6.0,True,99.1
ALO,4.0,0 days 00:01:39.548000,SOFT,1.0,7.0,True,99.548
ALO,5.0,0 days 00:01:39.662000,SOFT,1.0,8.0,True,99.662
ALO,6.0,0 days 00:01:39.674000,SOFT,1.0,9.0,True,99.674
ALO,7.0,0 days 00:01:39.729000,SOFT,1.0,10.0,True,99.729
ALO,8.0,0 days 00:01:39.959000,SOFT,1.0,11.0,True,99.959
ALO,9.0,0 days 00:01:40.275000,SOFT,1.0,12.0,True,100.275
ALO,10.0,0 days 00:01:40.203000,SOFT,1.0,13.0,True,100.203
ALO,11.0,0 days 00:01:41.147000,SOFT,1.0,14.0,True,101.147
ALO,12.0,0 days 00:01:40.934000,SOFT,1.0,15.0,True,100.934
ALO,13.0,0 days 00:01:40.341000,SOFT,1.0,16.0,True,100.341
ALO,16.0,0 days 00:01:37.542000,HARD,2.0,2.0,True,97.542
ALO,17.0,0 days 00:01:38.139000,HARD,2.0,3.0,True,98.139
ALO,18.0,0 days 00:01:38.124000,HARD,2.0,4.0,True,98.124
ALO,19.0,0 days 00:01:38.361000,HARD,2.0,5.0,True,98.361
ALO,20.0,0 days 00:01:38.318000,HARD,2.0,6.0,True,98.318
ALO,21.0,0 days 00:01:38.407000,HARD,2.0,7.0,True,98.407
ALO,22.0,0 days 00:01:38.200000,HARD,2.0,8.0,True,98.2
ALO,23.0,0 days 00:01:37.853000,HARD,2.0,9.0,True,97.853
ALO,24.0,0 days 00:01:37.878000,HARD,2.0,10.0,True,97.878
ALO,25.0,0 days 00:01:38.139000,HARD,2.0,11.0,True,98.139
ALO,26.0,0 days 00:01:38.127000,HARD,2.0,12.0,True,98.127
ALO,27.0,0 days 00:01:38.612000,HARD,2.0,13.0,True,98.612
ALO,28.0,0 days 00:01:38.199000,HARD,2.0,14.0,True,98.199
ALO,29.0,0 days 00:01:38.585000,HARD,2.0,15.0,True,98.585
ALO,30.0,0 days 00:01:38.282000,HARD,2.0,16.0,True,98.282
ALO,31.0,0 days 00:01:38.009000,HARD,2.0,17.0,True,98.009
ALO,32.0,0 days 00:01:37.871000,HARD,2.0,18.0,True,97.871
ALO,33.0,0 days 00:01:37.769000,HARD,2.0,19.0,True,97.769
ALO,36.0,0 days 00:01:36.156000,HARD,3.0,2.0,True,96.156
ALO,37.0,0 days 00:01:37.431000,HARD,3.0,3.0,True,97.431
ALO,38.0,0 days 00:01:37.002000,HARD,3.0,4.0,True,97.002
ALO,39.0,0 days 00:01:37.243000,HARD,3.0,5.0,True,97.243
ALO,40.0,0 days 00:01:37.208000,HARD,3.0,6.0,True,97.208
ALO,42.0,0 days 00:01:36.334000,HARD,3.0,8.0,True,96.334
ALO,43.0,0 days 00:01:36.911000,HARD,3.0,9.0,True,96.911
ALO,44.0,0 days 00:01:37.022000,HARD,3.0,10.0,True,97.022
ALO,45.0,0 days 00:01:37.931000,HARD,3.0,11.0,True,97.931
ALO,46.0,0 days 00:01:37.087000,HARD,3.0,12.0,True,97.087
ALO,47.0,0 days 00:01:37.326000,HARD,3.0,13.0,True,97.326
ALO,48.0,0 days 00:01:36.783000,HARD,3.0,14.0,True,96.783
ALO,49.0,0 days 00:01:36.726000,HARD,3.0,15.0,True,96.726
ALO,50.0,0 days 00:01:36.331000,HARD,3.0,16.0,True,96.331
ALO,51.0,0 days 00:01:36.960000,HARD,3.0,17.0,True,96.96
ALO,52.0,0 days 00:01:37.010000,HARD,3.0,18.0,True,97.01
ALO,53.0,0 days 00:01:37.010000,HARD,3.0,19.0,True,97.01
ALO,54.0,0 days 00:01:37.599000,HARD,3.0,20.0,True,97.599
ALO,55.0,0 days 00:01:37.662000,HARD,3.0,21.0,True,97.662
ALO,56.0,0 days 00:01:37.473000,HARD,3.0,22.0,True,97.473
ALO,57.0,0 days 00:01:37.422000,HARD,3.0,23.0,True,97.422
LEC,2.0,0 days 00:01:38.750000,SOFT,1.0,2.0,True,98.75
LEC,3.0,0 days 00:01:38.658000,SOFT,1.0,3.0,True,98.658
LEC,4.0,0 days 00:01:38.825000,SOFT,1.0,4.0,True,98.825
LEC,5.0,0 days 00:01:38.664000,SOFT,1.0,5.0,True,98.664
LEC,6.0,0 days 00:01:38.572000,SOFT,1.0,6.0,True,98.572
LEC,7.0,0 days 00:01:38.691000,SOFT,1.0,7.0,True,98.691
LEC,8.0,0 days 00:01:38.614000,SOFT,1.0,8.0,True,98.614
LEC,9.0,0 days 00:01:38.828000,SOFT,1.0,9.0,True,98.828
LEC,10.0,0 days 00:01:39.073000,SOFT,1.0,10.0,True,99.073
LEC,11.0,0 days 00:01:39.212000,SOFT,1.0,11.0,True,99.212
LEC,12.0,0 days 00:01:39.489000,SOFT,1.0,12.0,True,99.489
LEC,15.0,0 days 00:01:38.477000,HARD,2.0,2.0,True,98.477
LEC,16.0,0 days 00:01:37.953000,HARD,2.0,3.0,True,97.953
LEC,17.0,0 days 00:01:38.031000,HARD,2.0,4.0,True,98.031
LEC,18.0,0 days 00:01:37.798000,HARD,2.0,5.0,True,97.798
LEC,19.0,0 days 00:01:37.858000,HARD,2.0,6.0,True,97.858
LEC,20.0,0 days 00:01:37.631000,HARD,2.0,7.0,True,97.631
LEC,21.0,0 days 00:01:37.753000,HARD,2.0,8.0,True,97.753
LEC,22.0,0 days 00:01:38.162000,HARD,2.0,9.0,True,98.162
LEC,23.0,0 days 00:01:38.054000,HARD,2.0,10.0,True,98.054
LEC,24.0,0 days 00:01:37.972000,HARD,2.0,11.0,True,97.972
LEC,25.0,0 days 00:01:38.541000,HARD,2.0,12.0,True,98.541
LEC,26.0,0 days 00:01:39.668000,HARD,2.0,13.0,True,99.668
LEC,27.0,0 days 00:01:38.814000,HARD,2.0,14.0,True,98.814
LEC,28.0,0 days 00:01:38.618000,HARD,2.0,15.0,True,98.618
LEC,29.0,0 days 00:01:38.447000,HARD,2.0,16.0,True,98.447
LEC,30.0,0 days 00:01:38.390000,HARD,2.0,17.0,True,98.39
LEC,31.0,0 days 00:01:38.746000,HARD,2.0,18.0,True,98.746
LEC,32.0,0 days 00:01:38.948000,HARD,2.0,19.0,True,98.948
LEC,35.0,0 days 00:01:38.073000,HARD,3.0,2.0,True,98.073
LEC,36.0,0 days 00:01:37.313000,HARD,3.0,3.0,True,97.313
LEC,37.0,0 days 00:01:37.170000,HARD,3.0,4.0,True,97.17
LEC,38.0,0 days 00:01:37.170000,HARD,3.0,5.0,True,97.17
LEC,39.0,0 days 00:01:37.287000,HARD,3.0,6.0,True,97.287
STR,2.0,0 days 00:01:39.892000,SOFT,1.0,5.0,True,99.892
STR,3.0,0 days 00:01:39.625000,SOFT,1.0,6.0,True,99.625
STR,4.0,0 days 00:01:39.745000,SOFT,1.0,7.0,True,99.745
STR,5.0,0 days 00:01:39.144000,SOFT,1.0,8.0,True,99.144
STR,6.0,0 days 00:01:39.714000,SOFT,1.0,9.0,True,99.714
STR,7.0,0 days 00:01:39.945000,SOFT,1.0,10.0,True,99.945
STR,8.0,0 days 00:01:39.801000,SOFT,1.0,11.0,True,99.801
STR,9.0,0 days 00:01:40.106000,SOFT,1.0,12.0,True,100.106
STR,10.0,0 days 00:01:40.192000,SOFT,1.0,13.0,True,100.192
STR,11.0,0 days 00:01:40.923000,SOFT,1.0,14.0,True,100.923
STR,12.0,0 days 00:01:41.039000,SOFT,1.0,15.0,True,101.039
STR,13.0,0 days 00:01:41.120000,SOFT,1.0,16.0,True,101.12
STR,14.0,0 days 00:01:40.002000,SOFT,1.0,17.0,True,100.002
STR,17.0,0 days 00:01:37.507000,HARD,2.0,2.0,True,97.507
STR,18.0,0 days 00:01:38.127000,HARD,2.0,3.0,True,98.127
STR,19.0,0 days 00:01:38.587000,HARD,2.0,4.0,True,98.587
STR,20.0,0 days 00:01:38.038000,HARD,2.0,5.0,True,98.038
STR,21.0,0 days 00:01:38.273000,HARD,2.0,6.0,True,98.273
STR,22.0,0 days 00:01:38.730000,HARD,2.0,7.0,True,98.73
STR,23.0,0 days 00:01:38.295000,HARD,2.0,8.0,True,98.295
STR,24.0,0 days 00:01:38.478000,HARD,2.0,9.0,True,98.478
STR,25.0,0 days 00:01:38.250000,HARD,2.0,10.0,True,98.25
STR,26.0,0 days 00:01:38.482000,HARD,2.0,11.0,True,98.482
STR,27.0,0 days 00:01:39.021000,HARD,2.0,12.0,True,99.021
STR,28.0,0 days 00:01:38.723000,HARD,2.0,13.0,True,98.723
STR,29.0,0 days 00:01:38.710000,HARD,2.0,14.0,True,98.71
STR,32.0,0 days 00:01:36.546000,HARD,3.0,2.0,True,96.546
STR,33.0,0 days 00:01:37.210000,HARD,3.0,3.0,True,97.21
STR,34.0,0 days 00:01:37.168000,HARD,3.0,4.0,True,97.168
STR,35.0,0 days 00:01:37.521000,HARD,3.0,5.0,True,97.521
STR,36.0,0 days 00:01:37.720000,HARD,3.0,6.0,True,97.72
STR,37.0,0 days 00:01:37.680000,HARD,3.0,7.0,True,97.68
STR,38.0,0 days 00:01:37.274000,HARD,3.0,8.0,True,97.274
STR,39.0,0 days 00:01:37.456000,HARD,3.0,9.0,True,97.456
STR,42.0,0 days 00:01:37.298000,HARD,3.0,12.0,True,97.298
STR,43.0,0 days 00:01:37.304000,HARD,3.0,13.0,True,97.304
STR,44.0,0 days 00:01:37.299000,HARD,3.0,14.0,True,97.299
STR,45.0,0 days 00:01:37.222000,HARD,3.0,15.0,True,97.222
STR,46.0,0 days 00:01:37.562000,HARD,3.0,16.0,True,97.562
STR,47.0,0 days 00:01:37.257000,HARD,3.0,17.0,True,97.257
STR,48.0,0 days 00:01:37.448000,HARD,3.0,18.0,True,97.448
STR,49.0,0 days 00:01:37.551000,HARD,3.0,19.0,True,97.551
STR,50.0,0 days 00:01:37.388000,HARD,3.0,20.0,True,97.388
STR,51.0,0 days 00:01:37.866000,HARD,3.0,21.0,True,97.866
STR,52.0,0 days 00:01:37.579000,HARD,3.0,22.0,True,97.579
STR,53.0,0 days 00:01:38.379000,HARD,3.0,23.0,True,98.379
STR,54.0,0 days 00:01:37.597000,HARD,3.0,24.0,True,97.597
STR,55.0,0 days 00:01:37.701000,HARD,3.0,25.0,True,97.701
STR,56.0,0 days 00:01:38.110000,HARD,3.0,26.0,True,98.11
STR,57.0,0 days 00:01:37.991000,HARD,3.0,27.0,True,97.991
SAR,2.0,0 days 00:01:40.467000,SOFT,1.0,2.0,True,100.467
SAR,3.0,0 days 00:01:40.349000,SOFT,1.0,3.0,True,100.349
SAR,4.0,0 days 00:01:40.644000,SOFT,1.0,4.0,True,100.644
SAR,5.0,0 days 00:01:40.902000,SOFT,1.0,5.0,True,100.902
SAR,6.0,0 days 00:01:40.791000,SOFT,1.0,6.0,True,100.791
SAR,7.0,0 days 00:01:40.892000,SOFT,1.0,7.0,True,100.892
SAR,8.0,0 days 00:01:40.868000,SOFT,1.0,8.0,True,100.868
SAR,9.0,0 days 00:01:40.908000,SOFT,1.0,9.0,True,100.908
SAR,10.0,0 days 00:01:41.133000,SOFT,1.0,10.0,True,101.133
SAR,11.0,0 days 00:01:41.532000,SOFT,1.0,11.0,True,101.532
SAR,14.0,0 days 00:01:38.413000,SOFT,2.0,2.0,True,98.413
SAR,15.0,0 days 00:01:39.033000,SOFT,2.0,3.0,True,99.033
SAR,16.0,0 days 00:01:38.988000,SOFT,2.0,4.0,True,98.988
SAR,17.0,0 days 00:01:39.439000,SOFT,2.0,5.0,True,99.439
SAR,18.0,0 days 00:01:39.399000,SOFT,2.0,6.0,True,99.399
SAR,19.0,0 days 00:01:39.220000,SOFT,2.0,7.0,True,99.22
SAR,20.0,0 days 00:01:39.186000,SOFT,2.0,8.0,True,99.186
SAR,21.0,0 days 00:01:39.612000,SOFT,2.0,9.0,True,99.612
SAR,22.0,0 days 00:01:39.362000,SOFT,2.0,10.0,True,99.362
SAR,23.0,0 days 00:01:39.692000,SOFT,2.0,11.0,True,99.692
SAR,24.0,0 days 00:01:39.872000,SOFT,2.0,12.0,True,99.872
SAR,25.0,0 days 00:01:39.834000,SOFT,2.0,13.0,True,99.834
SAR,26.0,0 days 00:01:40.006000,SOFT,2.0,14.0,True,100.006
SAR,27.0,0 days 00:01:39.602000,SOFT,2.0,15.0,True,99.602
SAR,28.0,0 days 00:01:39.620000,SOFT,2.0,16.0,True,99.62
SAR,29.0,0 days 00:01:39.673000,SOFT,2.0,17.0,True,99.673
SAR,32.0,0 days 00:01:37.613000,HARD,3.0,2.0,True,97.613
SAR,33.0,0 days 00:01:37.862000,HARD,3.0,3.0,True,97.862
SAR,34.0,0 days 00:01:37.902000,HARD,3.0,4.0,True,97.902
SAR,35.0,0 days 00:01:38.029000,HARD,3.0,5.0,True,98.029
SAR,36.0,0 days 00:01:37.717000,HARD,3.0,6.0,True,97.717
SAR,37.0,0 days 00:01:37.831000,HARD,3.0,7.0,True,97.831
SAR,38.0,0 days 00:01:38.015000,HARD,3.0,8.0,True,98.015
SAR,39.0,0 days 00:01:37.971000,HARD,3.0,9.0,True,97.971
SAR,42.0,0 days 00:01:36.037000,SOFT,4.0,2.0,True,96.037
SAR,43.0,0 days 00:01:36.801000,SOFT,4.0,3.0,True,96.801
SAR,44.0,0 days 00:01:37.407000,SOFT,4.0,4.0,True,97.407
SAR,45.0,0 days 00:01:37.462000,SOFT,4.0,5.0,True,97.462
SAR,46.0,0 days 00:01:38.441000,SOFT,4.0,6.0,True,98.441
SAR,47.0,0 days 00:01:37.227000,SOFT,4.0,7.0,True,97.227
SAR,48.0,0 days 00:01:37.068000,SOFT,4.0,8.0,True,97.068
SAR,49.0,0 days 00:01:37.225000,SOFT,4.0,9.0,True,97.225
SAR,50.0,0 days 00:01:37.290000,SOFT,4.0,10.0,True,97.29
SAR,51.0,0 days 00:01:37.472000,SOFT,4.0,11.0,True,97.472
SAR,52.0,0 days 00:01:37.456000,SOFT,4.0,12.0,True,97.456
SAR,53.0,0 days 00:01:37.662000,SOFT,4.0,13.0,True,97.662
SAR,54.0,0 days 00:01:37.936000,SOFT,4.0,14.0,True,97.936
SAR,55.0,0 days 00:01:38.316000,SOFT,4.0,15.0,True,98.316
SAR,56.0,0 days 00:01:39.626000,SOFT,4.0,16.0,True,99.626
MAG,2.0,0 days 00:01:41.521000,HARD,1.0,2.0,True,101.521
MAG,3.0,0 days 00:01:41.978000,HARD,1.0,3.0,True,101.978
MAG,4.0,0 days 00:01:40.773000,HARD,1.0,4.0,True,100.773
MAG,5.0,0 days 00:01:41.340000,HARD,1.0,5.0,True,101.34
MAG,6.0,0 days 00:01:41.125000,HARD,1.0,6.0,True,101.125
MAG,7.0,0 days 00:01:41.526000,HARD,1.0,7.0,True,101.526
MAG,8.0,0 days 00:01:41.283000,HARD,1.0,8.0,True,101.283
MAG,9.0,0 days 00:01:41.278000,HARD,1.0,9.0,True,101.278
MAG,10.0,0 days 00:01:41.719000,HARD,1.0,10.0,True,101.719
MAG,11.0,0 days 00:01:42.049000,HARD,1.0,11.0,True,102.049
MAG,12.0,0 days 00:01:41.345000,HARD,1.0,12.0,True,101.345
MAG,13.0,0 days 00:01:41.654000,HARD,1.0,13.0,True,101.654
MAG,14.0,0 days 00:01:41.739000,HARD,1.0,14.0,True,101.739
MAG,17.0,0 days 00:01:38.319000,HARD,2.0,2.0,True,98.319
MAG,18.0,0 days 00:01:38.274000,HARD,2.0,3.0,True,98.274
MAG,19.0,0 days 00:01:38.803000,HARD,2.0,4.0,True,98.803
MAG,20.0,0 days 00:01:39.083000,HARD,2.0,5.0,True,99.083
MAG,21.0,0 days 00:01:39.086000,HARD,2.0,6.0,True,99.086
MAG,22.0,0 days 00:01:38.913000,HARD,2.0,7.0,True,98.913
MAG,23.0,0 days 00:01:39.027000,HARD,2.0,8.0,True,99.027
MAG,24.0,0 days 00:01:38.947000,HARD,2.0,9.0,True,98.947
MAG,25.0,0 days 00:01:39.476000,HARD,2.0,10.0,True,99.476
MAG,26.0,0 days 00:01:39.601000,HARD,2.0,11.0,True,99.601
